Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00   11268/11268       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase_aux(std::_Rb_tree_const_iterator<short>, std::_Rb_tree_const_iterator<short>) [28]
[255]    0.0    0.00    0.00   11268         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::clear() [255]
                0.00    0.00   11268/1954426     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_begin() [212]
                0.00    0.00   11268/17404       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase(std::_Rb_tree_node<short>*) [251]
                0.00    0.00   11268/11268       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_M_reset() [254]
-----------------------------------------------
                0.00    0.00       1/9035        UCT::GenMove(Board&, int) [6]
                0.00    0.00    3068/9035        MC::Simulate(Board&, int) [8]
                0.00    0.00    5966/9035        UCT::MCSimulation(Board&, UCT::Node*, int) [7]
[256]    0.0    0.00    0.00    9035         Move::Move(int, short) [256]
-----------------------------------------------
                0.00    0.00       2/6138        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_Rb_tree_impl() [297]
                0.00    0.00    6136/6138        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_Rb_tree_impl(std::less<short> const&, std::allocator<std::_Rb_tree_node<short> >&&) [276]
[257]    0.0    0.00    0.00    6138         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_M_initialize() [257]
-----------------------------------------------
                0.00    0.00    6136/6136        MC::Evaluate(Board&, int) [281]
[258]    0.0    0.00    0.00    6136         Board::GetAreaCount(int) [258]
                0.00    0.00    6136/3644053     BitSet::count() [205]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [24]
[259]    0.0    0.00    0.00    6136         __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_select_on_copy(std::allocator<std::_Rb_tree_node<short> > const&) [259]
                0.00    0.00    6136/6136        std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::select_on_container_copy_construction(std::allocator<std::_Rb_tree_node<short> > const&) [267]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [24]
[260]    0.0    0.00    0.00    6136         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_Node_allocator() const [260]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [24]
[261]    0.0    0.00    0.00    6136         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_root() const [261]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [24]
[262]    0.0    0.00    0.00    6136         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_begin() const [262]
-----------------------------------------------
                0.00    0.00    6136/6136        std::allocator<std::_Rb_tree_node<short> > const std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_select<std::allocator<std::_Rb_tree_node<short> > const, void>(std::allocator<std::_Rb_tree_node<short> > const&, ...) [268]
[263]    0.0    0.00    0.00    6136         std::allocator<std::_Rb_tree_node<short> >::allocator(std::allocator<std::_Rb_tree_node<short> > const&) [263]
                0.00    0.00    6136/12272       __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<short> > const&) [252]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_Rb_tree_impl(std::less<short> const&, std::allocator<std::_Rb_tree_node<short> >&&) [276]
[264]    0.0    0.00    0.00    6136         std::allocator<std::_Rb_tree_node<short> >::allocator(std::allocator<std::_Rb_tree_node<short> > const&) [264]
                0.00    0.00    6136/12272       __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<short> > const&) [252]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [24]
[265]    0.0    0.00    0.00    6136         std::allocator<std::_Rb_tree_node<short> >::~allocator() [265]
                0.00    0.00    6136/12272       __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::~new_allocator() [253]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::~_Rb_tree_impl() [277]
[266]    0.0    0.00    0.00    6136         std::allocator<std::_Rb_tree_node<short> >::~allocator() [266]
                0.00    0.00    6136/12272       __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::~new_allocator() [253]
-----------------------------------------------
                0.00    0.00    6136/6136        __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_select_on_copy(std::allocator<std::_Rb_tree_node<short> > const&) [259]
[267]    0.0    0.00    0.00    6136         std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::select_on_container_copy_construction(std::allocator<std::_Rb_tree_node<short> > const&) [267]
                0.00    0.00    6136/6136        std::allocator<std::_Rb_tree_node<short> > const std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_select<std::allocator<std::_Rb_tree_node<short> > const, void>(std::allocator<std::_Rb_tree_node<short> > const&, ...) [268]
-----------------------------------------------
                0.00    0.00    6136/6136        std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::select_on_container_copy_construction(std::allocator<std::_Rb_tree_node<short> > const&) [267]
[268]    0.0    0.00    0.00    6136         std::allocator<std::_Rb_tree_node<short> > const std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_select<std::allocator<std::_Rb_tree_node<short> > const, void>(std::allocator<std::_Rb_tree_node<short> > const&, ...) [268]
                0.00    0.00    6136/6136        std::allocator<std::_Rb_tree_node<short> >::allocator(std::allocator<std::_Rb_tree_node<short> > const&) [263]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_maximum(std::_Rb_tree_node_base*) [272]
[269]    0.0    0.00    0.00    6136         std::_Rb_tree_node_base::_S_maximum(std::_Rb_tree_node_base*) [269]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_minimum(std::_Rb_tree_node_base*) [273]
[270]    0.0    0.00    0.00    6136         std::_Rb_tree_node_base::_S_minimum(std::_Rb_tree_node_base*) [270]
-----------------------------------------------
                0.00    0.00    6136/6136        Board::~Board() [283]
[271]    0.0    0.00    0.00    6136         std::set<short, std::less<short>, std::allocator<short> >::~set() [271]
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::~_Rb_tree() [278]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [24]
[272]    0.0    0.00    0.00    6136         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_maximum(std::_Rb_tree_node_base*) [272]
                0.00    0.00    6136/6136        std::_Rb_tree_node_base::_S_maximum(std::_Rb_tree_node_base*) [269]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [24]
[273]    0.0    0.00    0.00    6136         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_minimum(std::_Rb_tree_node_base*) [273]
                0.00    0.00    6136/6136        std::_Rb_tree_node_base::_S_minimum(std::_Rb_tree_node_base*) [270]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [24]
[274]    0.0    0.00    0.00    6136         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_leftmost() [274]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [24]
[275]    0.0    0.00    0.00    6136         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_rightmost() [275]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [24]
[276]    0.0    0.00    0.00    6136         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_Rb_tree_impl(std::less<short> const&, std::allocator<std::_Rb_tree_node<short> >&&) [276]
                0.00    0.00    6136/6136        std::remove_reference<std::allocator<std::_Rb_tree_node<short> >&>::type&& std::move<std::allocator<std::_Rb_tree_node<short> >&>(std::allocator<std::_Rb_tree_node<short> >&) [279]
                0.00    0.00    6136/6136        std::allocator<std::_Rb_tree_node<short> >::allocator(std::allocator<std::_Rb_tree_node<short> > const&) [264]
                0.00    0.00    6136/6138        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_M_initialize() [257]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::~_Rb_tree() [278]
[277]    0.0    0.00    0.00    6136         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::~_Rb_tree_impl() [277]
                0.00    0.00    6136/6136        std::allocator<std::_Rb_tree_node<short> >::~allocator() [266]
-----------------------------------------------
                0.00    0.00    6136/6136        std::set<short, std::less<short>, std::allocator<short> >::~set() [271]
[278]    0.0    0.00    0.00    6136         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::~_Rb_tree() [278]
                0.00    0.00    6136/1954426     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_begin() [212]
                0.00    0.00    6136/17404       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase(std::_Rb_tree_node<short>*) [251]
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::~_Rb_tree_impl() [277]
-----------------------------------------------
                0.00    0.00    6136/6136        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_Rb_tree_impl(std::less<short> const&, std::allocator<std::_Rb_tree_node<short> >&&) [276]
[279]    0.0    0.00    0.00    6136         std::remove_reference<std::allocator<std::_Rb_tree_node<short> >&>::type&& std::move<std::allocator<std::_Rb_tree_node<short> >&>(std::allocator<std::_Rb_tree_node<short> >&) [279]
-----------------------------------------------
                0.00    0.00    6072/6072        MC::Evaluate(Board&, int) [281]
[280]    0.0    0.00    0.00    6072         Board::GetPieceCount(int) [280]
-----------------------------------------------
                0.00    0.00    3068/3068        MC::Simulate(Board&, int) [8]
[281]    0.0    0.00    0.00    3068         MC::Evaluate(Board&, int) [281]
                0.00    0.00    6136/6136        Board::GetAreaCount(int) [258]
                0.00    0.00    6072/6072        Board::GetPieceCount(int) [280]
-----------------------------------------------
                0.00    0.00    3068/3068        MC::Simulate(Board&, int) [8]
[282]    0.0    0.00    0.00    3068         Board::StartMC() [282]
-----------------------------------------------
                0.00    0.00    3068/3068        UCT::GenMove(Board&, int) [6]
[283]    0.0    0.00    0.00    3068         Board::~Board() [283]
                0.00    0.00    6136/6136        std::set<short, std::less<short>, std::allocator<short> >::~set() [271]
-----------------------------------------------
                0.00    0.00     339/679         Board::Init() [305]
                0.00    0.00     340/679         Board::ClearBoard() [76]
[284]    0.0    0.00    0.00     679         unipolar::BoardSizeSquare(int) [284]
-----------------------------------------------
                0.00    0.00     338/338         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_insert_unique_pos(short const&) [34]
[285]    0.0    0.00    0.00     338         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, void>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base* const&) [285]
                0.00    0.00     338/338         std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [286]
-----------------------------------------------
                0.00    0.00     338/338         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, void>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base* const&) [285]
[286]    0.0    0.00    0.00     338         std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [286]
-----------------------------------------------
                0.00    0.00       4/173         Board::Board() [306]
                0.00    0.00     169/173         Board::List::List() [290]
[287]    0.0    0.00    0.00     173         BitSet::BitSet() [287]
                0.00    0.00     173/208822      BitSet::reset() [243]
-----------------------------------------------
                0.00    0.00     171/171         UCT::GenChild(UCT::Node*, Board&, int) [79]
[288]    0.0    0.00    0.00     171         Board::GetPlayablePosition(int) [288]
-----------------------------------------------
                0.00    0.00     170/170         UCT::FindBestUCT(UCT::Node*) [301]
[289]    0.0    0.00    0.00     170         UCT::Score(UCT::Node*) [289]
-----------------------------------------------
                0.00    0.00     169/169         Board::Board() [306]
[290]    0.0    0.00    0.00     169         Board::List::List() [290]
                0.00    0.00     169/173         BitSet::BitSet() [287]
-----------------------------------------------
                0.00    0.00      26/26          Controller::Run(Board&) [4]
[291]    0.0    0.00    0.00      26         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [291]
-----------------------------------------------
                0.00    0.00       1/8           UCT::GenMove(Board&, int) [6]
                0.00    0.00       1/8           Controller::GTPClearBoard(Board&) [78]
                0.00    0.00       1/8           Controller::GTPQuit() [299]
                0.00    0.00       2/8           Controller::GTPGenmove(Board&) [5]
                0.00    0.00       3/8           Controller::Run(Board&) [4]
[292]    0.0    0.00    0.00       8         __gcc_deregister_frame [292]
-----------------------------------------------
                0.00    0.00       4/4           Board::ClearBoard() [76]
[293]    0.0    0.00    0.00       4         BitSet::set() [293]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::_Rb_tree_node<short> >::allocator() [295]
[294]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::new_allocator() [294]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_Rb_tree_impl() [297]
[295]    0.0    0.00    0.00       2         std::allocator<std::_Rb_tree_node<short> >::allocator() [295]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::new_allocator() [294]
-----------------------------------------------
                0.00    0.00       2/2           Board::Board() [306]
[296]    0.0    0.00    0.00       2         std::set<short, std::less<short>, std::allocator<short> >::set() [296]
                0.00    0.00       2/2           std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree() [298]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree() [298]
[297]    0.0    0.00    0.00       2         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_Rb_tree_impl() [297]
                0.00    0.00       2/2           std::allocator<std::_Rb_tree_node<short> >::allocator() [295]
                0.00    0.00       2/6138        std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_M_initialize() [257]
-----------------------------------------------
                0.00    0.00       2/2           std::set<short, std::less<short>, std::allocator<short> >::set() [296]
[298]    0.0    0.00    0.00       2         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree() [298]
                0.00    0.00       2/2           std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_Rb_tree_impl() [297]
-----------------------------------------------
                0.00    0.00       1/1           Controller::Run(Board&) [4]
[299]    0.0    0.00    0.00       1         Controller::GTPQuit() [299]
                0.00    0.00       1/8           __gcc_deregister_frame [292]
-----------------------------------------------
                0.00    0.00       1/1           main [3]
[300]    0.0    0.00    0.00       1         Controller::Controller() [300]
-----------------------------------------------
                0.00    0.00       1/1           UCT::GenMove(Board&, int) [6]
[301]    0.0    0.00    0.00       1         UCT::FindBestUCT(UCT::Node*) [301]
                0.00    0.00     170/170         UCT::Score(UCT::Node*) [289]
-----------------------------------------------
                               28901             UCT::Node::~Node() [302]
                0.00    0.00       1/1           UCT::~UCT() [304]
[302]    0.0    0.00    0.00       1+28901   UCT::Node::~Node() [302]
                               28901             UCT::Node::~Node() [302]
-----------------------------------------------
                0.00    0.00       1/1           Controller::GTPGenmove(Board&) [5]
[303]    0.0    0.00    0.00       1         UCT::UCT() [303]
                0.00    0.00       1/28902       UCT::Node::Node(short, UCT::Node*, UCT::Node*) [247]
-----------------------------------------------
                0.00    0.00       1/1           Controller::GTPGenmove(Board&) [5]
[304]    0.0    0.00    0.00       1         UCT::~UCT() [304]
                0.00    0.00       1/1           UCT::Node::~Node() [302]
-----------------------------------------------
                0.00    0.00       1/1           main [3]
[305]    0.0    0.00    0.00       1         Board::Init() [305]
                0.00    0.00     339/679         unipolar::BoardSizeSquare(int) [284]
-----------------------------------------------
                0.00    0.00       1/1           main [3]
[306]    0.0    0.00    0.00       1         Board::Board() [306]
                0.00    0.00     169/169         Board::List::List() [290]
                0.00    0.00       4/173         BitSet::BitSet() [287]
                0.00    0.00       2/2           std::set<short, std::less<short>, std::allocator<short> >::set() [296]
-----------------------------------------------

Index by function name

   [5] Controller::GTPGenmove(Board&) [216] __gnu_cxx::__aligned_membuf<short>::__aligned_membuf() [226] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_put_node(std::_Rb_tree_node<short>*)
  [78] Controller::GTPClearBoard(Board&) [217] __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::max_size() const [15] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::equal_range(short const&)
   [4] Controller::Run(Board&) [51] __gnu_cxx::__aligned_membuf<short>::_M_ptr() const [227] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_drop_node(std::_Rb_tree_node<short>*)
 [299] Controller::GTPQuit() [200] __gnu_cxx::__aligned_membuf<short>::_M_addr() const [229] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase_aux(std::_Rb_tree_const_iterator<short>)
 [300] Controller::Controller() [36] std::_Rb_tree_node<short>::_M_valptr() const [28] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase_aux(std::_Rb_tree_const_iterator<short>, std::_Rb_tree_const_iterator<short>)
 [281] MC::Evaluate(Board&, int) [244] std::_Rb_tree_iterator<short>::operator==(std::_Rb_tree_iterator<short> const&) const [275] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_rightmost()
   [8] MC::Simulate(Board&, int) [47] std::_Rb_tree_const_iterator<short>::_M_const_cast() const [35] std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_clone_node<std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node<short> const*, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&)
 [301] UCT::FindBestUCT(UCT::Node*) [73] std::_Rb_tree_const_iterator<short>::operator*() const [257] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_M_initialize()
   [7] UCT::MCSimulation(Board&, UCT::Node*, int) [213] std::_Rb_tree_const_iterator<short>::operator==(std::_Rb_tree_const_iterator<short> const&) const [254] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_M_reset()
  [62] UCT::FindBestChild(UCT::Node*) [210] std::_Rb_tree_const_iterator<short>::operator!=(std::_Rb_tree_const_iterator<short> const&) const [276] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_Rb_tree_impl(std::less<short> const&, std::allocator<std::_Rb_tree_node<short> >&&)
  [58] UCT::UCB(UCT::Node*, int) [248] std::set<short, std::less<short>, std::allocator<short> >::end() const [297] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_Rb_tree_impl()
 [247] UCT::Node::Node(short, UCT::Node*, UCT::Node*) [70] std::set<short, std::less<short>, std::allocator<short> >::size() const [277] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::~_Rb_tree_impl()
 [302] UCT::Node::~Node()    [235] std::set<short, std::less<short>, std::allocator<short> >::begin() const [29] std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_create_node<short const&>(short const&)
 [289] UCT::Score(UCT::Node*) [41] std::less<short>::operator()(short const&, short const&) const [66] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_lower_bound(std::_Rb_tree_node<short>*, std::_Rb_tree_node<short>*, short const&)
   [6] UCT::GenMove(Board&, int) [27] std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node::operator()<short const&>(short const&) const [67] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_upper_bound(std::_Rb_tree_node<short>*, std::_Rb_tree_node<short>*, short const&)
  [79] UCT::GenChild(UCT::Node*, Board&, int) [260] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_Node_allocator() const [228] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_destroy_node(std::_Rb_tree_node<short>*)
 [303] UCT::UCT()            [249] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::end() const [21] std::pair<std::_Rb_tree_iterator<short>, bool> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_unique<short const&>(short const&)
 [304] UCT::~UCT()            [55] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::size() const [33] void std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_construct_node<short const&>(std::_Rb_tree_node<short>*, short const&)
 [256] Move::Move(int, short) [236] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::begin() const [203] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_Node_allocator()
  [76] Board::ClearBoard()   [261] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_root() const [34] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_insert_unique_pos(short const&)
  [18] Board::RemoveChain(short) [262] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_begin() const [77] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::end()
 [258] Board::GetAreaCount(int) [52] std::_Identity<short>::operator()(short const&) const [49] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::begin()
 [280] Board::GetPieceCount(int) [263] std::allocator<std::_Rb_tree_node<short> >::allocator(std::allocator<std::_Rb_tree_node<short> > const&) [255] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::clear()
  [14] Board::CheckSuisidePoint(short) [264] std::allocator<std::_Rb_tree_node<short> >::allocator(std::allocator<std::_Rb_tree_node<short> > const&) [39] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::erase[abi:cxx11](std::_Rb_tree_const_iterator<short>)
 [288] Board::GetPlayablePosition(int) [295] std::allocator<std::_Rb_tree_node<short> >::allocator() [26] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::erase[abi:cxx11](std::_Rb_tree_const_iterator<short>, std::_Rb_tree_const_iterator<short>)
 [234] Board::GetPlayablePositionMC(int) [265] std::allocator<std::_Rb_tree_node<short> >::~allocator() [13] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::erase(short const&)
  [20] Board::Able(short, int) [266] std::allocator<std::_Rb_tree_node<short> >::~allocator() [211] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_end()
 [305] Board::Init()         [209] std::_Rb_tree_node<short>::_M_valptr() [30] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_key(std::_Rb_tree_node<short> const*)
 [290] Board::List::List()    [57] std::_Rb_tree_node<short>::_Rb_tree_node() [71] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_key(std::_Rb_tree_node_base const*)
  [68] Board::Merge(short, short) [223] std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::__destroy_helper<short>::type>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_destroy<short>(std::allocator<std::_Rb_tree_node<short> >&, short*) [31] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_copy(std::_Rb_tree_node<short> const*, std::_Rb_tree_node<short>*)
